,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned_11_18,age_binned_11_15,age_binned_7,age_binned_to_60,age_binned_7_diff,armed_3,armed_4_toy,armed_4,armed_5_toy,armed_7,count,state_name,PopEstimate2020,PopEstimate2021,city/state,Total Population,Hispanic or Latino,Population of one race:,Population of two or more races:,White Alone and in Combination,Black Alone and in Combination,Asian Alone and in Combination,Other Alone and in Combination,Native Alone and in Combination,NHPI Alone and in Combination,Asian/NHPI Alone and in Combination
715,2016-10-10,shot,unarmed,27,M,Hispanic,Irvine,CA,TRUE,other,Not fleeing,FALSE,-117.795,33.684,TRUE,25-29,25-29,25-34,25-29,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,1,California,39499738,39237836,"Irvine, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
716,2016-10-11,shot,knife,30,M,White,Concord,CA,FALSE,other,Not fleeing,FALSE,-122.028,37.972,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Concord, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
717,2016-10-14,shot,gun,26,M,White,San Francisco,CA,TRUE,attack,Not fleeing,FALSE,-122.485,37.739,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,California,39499738,39237836,"San Francisco, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
718,2016-10-16,tasered and shot,metal rake,32,M,White,Santa Cruz,CA,TRUE,attack,Not fleeing,FALSE,-122.046,36.954,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,1,California,39499738,39237836,"Santa Cruz, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
719,2016-10-22,shot,vehicle,31,M,None,Wildomar,CA,FALSE,attack,Car,FALSE,-117.289,33.649,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,other weapon,1,California,39499738,39237836,"Wildomar, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
720,2016-10-25,shot,knife,37,M,White,Lincoln,CA,TRUE,other,Not fleeing,FALSE,-121.293,38.889,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Lincoln, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
721,2016-10-28,shot,gun,38,M,Black,Sacramento,CA,TRUE,attack,Not fleeing,FALSE,-121.355,38.659,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Sacramento, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
722,2016-10-31,shot,vehicle,39,F,Black,Torrance,CA,TRUE,attack,Car,FALSE,-118.316,33.819,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,other weapon,1,California,39499738,39237836,"Torrance, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
723,2016-10-31,shot,knife,55,M,Hispanic,Chatsworth,CA,FALSE,attack,Not fleeing,FALSE,-118.569,34.241,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Chatsworth, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
724,2016-11-04,shot,unarmed,26,M,Hispanic,Palm Springs,CA,FALSE,other,Not fleeing,FALSE,-116.546,33.818,TRUE,25-29,25-29,25-34,25-29,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,1,California,39499738,39237836,"Palm Springs, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
725,2016-11-06,tasered and shot,unarmed,33,M,Hispanic,Santa Ana,CA,FALSE,attack,Not fleeing,FALSE,-117.903,33.727,TRUE,30-34,30-34,25-34,30-34,30-39,unarmed,unarmed,unarmed,unarmed,unarmed,1,California,39499738,39237836,"Santa Ana, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
726,2016-11-08,shot,gun,45,M,Hispanic,Azusa,CA,FALSE,attack,Not fleeing,FALSE,-117.913,34.128,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Azusa, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
727,2016-11-13,shot,gun,22,M,Hispanic,San Diego,CA,FALSE,attack,Not fleeing,TRUE,-117.106,32.75,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,California,39499738,39237836,"San Diego, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
728,2016-11-15,shot,knife,48,M,None,Temecula,CA,FALSE,other,Not fleeing,FALSE,-117.163,33.527,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Temecula, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
729,2016-11-16,shot,machete,37,M,Hispanic,Whittier,CA,FALSE,other,Not fleeing,FALSE,-118.033,33.975,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Whittier, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
730,2016-11-16,shot,gun,56,M,White,Redding,CA,FALSE,other,Not fleeing,FALSE,-122.353,40.571,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Redding, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
731,2016-11-19,shot,unarmed,29,M,Hispanic,Anaheim,CA,FALSE,attack,Foot,TRUE,-117.907,33.852,TRUE,25-29,25-29,25-34,25-29,18-29,unarmed,unarmed,unarmed,unarmed,unarmed,1,California,39499738,39237836,"Anaheim, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
732,2016-11-19,tasered and shot,knife,15,M,Asian,Watsonville,CA,FALSE,other,Foot,TRUE,-121.791,36.971,TRUE,Under 18,Under 15,Under 18,Under 18,Under 18,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Watsonville, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
733,2016-11-21,shot,knife,27,M,White,Lompoc,CA,TRUE,other,Foot,FALSE,-120.458,34.654,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Lompoc, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
734,2016-11-22,shot,gun,45,M,White,La Mirada,CA,FALSE,attack,Not fleeing,FALSE,-117.977,33.909,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,California,39499738,39237836,"La Mirada, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
735,2016-11-28,shot,gun,23,M,Hispanic,Los Angeles,CA,FALSE,other,Foot,FALSE,-118.266,34.023,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Los Angeles, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
736,2016-12-12,shot,unarmed,73,M,Hispanic,Bakersfield,CA,FALSE,undetermined,Not fleeing,FALSE,-119.09,35.301,TRUE,Over 65,Over 65,Over 65,Over 60,Over 70,unarmed,unarmed,unarmed,unarmed,unarmed,1,California,39499738,39237836,"Bakersfield, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
737,2016-12-15,tasered and shot,gun,60,M,White,Hacienda Heights,CA,FALSE,attack,Not fleeing,FALSE,-117.976,33.979,TRUE,55-59,55-59,55-65,55-60,50-59,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Hacienda Heights, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
738,2016-12-17,shot,gun,33,M,Hispanic,Los Angeles,CA,FALSE,other,Not fleeing,FALSE,-118.163,34.022,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Los Angeles, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
739,2016-12-18,shot,gun,20,M,Black,Los Angeles,CA,FALSE,other,Foot,FALSE,-118.309,33.985,TRUE,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Los Angeles, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
740,2016-12-20,shot,gun,31,M,None,Hemet,CA,FALSE,other,Other,FALSE,-116.954,33.731,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Hemet, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
741,2016-12-20,shot,knife,33,M,None,Brawley,CA,TRUE,other,Not fleeing,FALSE,-115.535,32.983,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Brawley, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
742,2016-12-21,shot,knife,33,M,None,Stockton,CA,FALSE,undetermined,Not fleeing,FALSE,-121.265,37.974,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Stockton, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
743,2016-12-21,shot,gun,24,M,Black,Coalinga,CA,FALSE,attack,Not fleeing,FALSE,-120.371,36.145,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Coalinga, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
744,2016-12-23,shot,Unknown,33,M,None,El Monte,CA,FALSE,other,Car,FALSE,-118.035,34.075,TRUE,30-34,30-34,25-34,30-34,30-39,,,,,,1,California,39499738,39237836,"El Monte, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
745,2016-12-24,shot,scissors,48,M,Asian,Pico Rivera,CA,TRUE,attack,Not fleeing,FALSE,-118.064,34.018,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Pico Rivera, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
746,2016-12-27,shot,gun,35,M,None,Grass Valley,CA,FALSE,attack,Not fleeing,FALSE,-121.018,39.183,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Grass Valley, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
747,2017-01-04,shot,gun,51,M,Black,Pomona,CA,FALSE,attack,Foot,FALSE,-117.737,34.069,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Pomona, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
748,2017-01-05,shot,gun,20,M,Hispanic,Dinuba,CA,FALSE,attack,Not fleeing,FALSE,-119.395,36.555,TRUE,18-24,15-19,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Dinuba, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
749,2017-01-10,shot,knife,32,M,White,Los Angeles,CA,FALSE,other,Not fleeing,FALSE,-118.263,34.042,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Los Angeles, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
750,2017-01-11,shot,gun,41,M,Other,Lake Elsinore,CA,FALSE,attack,Other,FALSE,-117.283,33.682,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Lake Elsinore, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
751,2017-01-15,shot,gun,48,M,White,Azusa,CA,FALSE,attack,Not fleeing,FALSE,-117.909,34.154,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Azusa, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
752,2017-01-15,tasered and shot,knife,37,F,Asian,Long Beach,CA,TRUE,other,Not fleeing,FALSE,-118.121,33.775,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Long Beach, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
753,2017-01-17,shot,gun,39,M,Hispanic,Twentynine Palms,CA,FALSE,attack,Not fleeing,FALSE,-116.081,34.135,TRUE,35-39,35-39,35-44,35-39,30-39,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Twentynine Palms, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
754,2017-01-18,shot,hatchet,50,M,White,Los Angeles,CA,FALSE,other,Car,FALSE,-118.261,34.03,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Los Angeles, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
755,2017-01-18,tasered and shot,knife,16,M,Hispanic,Salinas,CA,FALSE,other,Not fleeing,TRUE,-121.635,36.679,TRUE,Under 18,15-19,Under 18,Under 18,Under 18,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Salinas, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
756,2017-01-22,shot,gun,33,M,Hispanic,Carson,CA,FALSE,other,Not fleeing,FALSE,-118.219,33.828,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Carson, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
757,2017-01-23,shot,knife,21,M,Hispanic,Vallejo,CA,FALSE,attack,Not fleeing,TRUE,-122.258,38.113,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Vallejo, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
758,2017-01-24,shot,gun,34,M,Hispanic,Atascadero,CA,FALSE,other,Not fleeing,FALSE,-120.639,35.447,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Atascadero, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
759,2017-01-24,shot,gun,27,M,Hispanic,Bakersfield,CA,FALSE,attack,Other,FALSE,-118.989,35.381,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Bakersfield, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
760,2017-01-27,shot,gun,25,M,Hispanic,Alhambra,CA,TRUE,attack,Not fleeing,TRUE,-118.155,34.095,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Alhambra, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
761,2017-01-29,shot,unarmed,18,M,Hispanic,Santa Ana,CA,FALSE,other,Foot,FALSE,-117.871,33.742,TRUE,Under 18,15-19,Under 18,Under 18,Under 18,unarmed,unarmed,unarmed,unarmed,unarmed,1,California,39499738,39237836,"Santa Ana, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
762,2017-01-30,tasered and shot,gun and knife,45,M,Hispanic,Fresno,CA,TRUE,attack,Not fleeing,FALSE,-119.768,36.773,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Fresno, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
763,2017-01-30,tasered and shot,bottle,42,M,White,Modesto,CA,FALSE,other,Not fleeing,FALSE,-120.977,37.693,TRUE,40-44,40-44,35-44,40-44,40-49,armed,armed,other weapon,other weapon,other weapon,1,California,39499738,39237836,"Modesto, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
764,2017-01-31,tasered and shot,knife,33,M,Black,Hollywood,CA,TRUE,attack,Not fleeing,FALSE,-118.329,34.098,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Hollywood, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
765,2017-02-01,shot,Unknown,31,M,Black,Highland,CA,FALSE,attack,Car,FALSE,-117.226,34.136,TRUE,30-34,30-34,25-34,30-34,30-39,,,,,,1,California,39499738,39237836,"Highland, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
766,2017-02-03,shot,gun,27,M,Hispanic,Olympic Valley,CA,FALSE,attack,Car,FALSE,-120.202,39.2,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Olympic Valley, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
767,2017-02-05,shot,unarmed,45,M,Black,Fremont,CA,TRUE,attack,Not fleeing,FALSE,-121.994,37.541,TRUE,40-44,40-44,35-44,40-44,40-49,unarmed,unarmed,unarmed,unarmed,unarmed,1,California,39499738,39237836,"Fremont, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
768,2017-02-06,tasered and shot,knife,52,M,Hispanic,Santa Monica,CA,TRUE,attack,Foot,FALSE,-118.455,34.027,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Santa Monica, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
769,2017-02-12,shot,knife,26,M,Hispanic,Santa Barbara,CA,TRUE,other,Foot,FALSE,-119.752,34.449,TRUE,25-29,25-29,25-34,25-29,18-29,armed,armed,other weapon,other weapon,knife/cutting instrument,1,California,39499738,39237836,"Santa Barbara, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
770,2017-02-15,shot,unknown weapon,55,M,Hispanic,Newman,CA,FALSE,attack,Not fleeing,FALSE,-121.013,37.32,TRUE,50-54,50-54,45-54,50-54,50-59,armed,armed,other weapon,other weapon,other weapon,1,California,39499738,39237836,"Newman, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
771,2017-02-16,shot,gun,21,M,Black,Gardena,CA,FALSE,attack,Foot,FALSE,-118.297,33.903,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Gardena, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
772,2017-02-16,shot,gun,22,M,White,Douglas City,CA,FALSE,other,Not fleeing,FALSE,,,TRUE,18-24,20-24,18-24,18-24,18-29,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Douglas City, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
773,2017-02-17,shot,gun,32,M,White,Oakland,CA,FALSE,attack,Not fleeing,FALSE,-122.154,37.755,TRUE,30-34,30-34,25-34,30-34,30-39,armed,armed,gun,gun,gun,1,California,39499738,39237836,"Oakland, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
774,2017-02-25,shot,toy weapon,23,M,Black,Rocklin,CA,TRUE,attack,Foot,FALSE,-121.258,38.827,TRUE,18-24,20-24,18-24,18-24,18-29,unarmed,toy weapon,unarmed,toy weapon,toy weapon,1,California,39499738,39237836,"Rocklin, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
775,2017-02-26,shot,vehicle,46,F,White,Ripon,CA,FALSE,other,Car,FALSE,-121.115,37.739,TRUE,45-49,45-49,45-54,45-49,40-49,armed,armed,other weapon,other weapon,other weapon,1,California,39499738,39237836,"Ripon, CA",39538223.0,15579652.0,22330849.0,1627722.0,14410773.533,2309607.45,6342213.817,365915.467,330757.95,199302.783,6541516.6
