,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter
7013,2022-01-10,shot,knife,50,M,None,Rancho Cucamonga,CA,False,other,Not fleeing,False,,,True,45-59,armed,other weapon,knife/cutting instrument,1,1,2022,1
7014,2022-01-11,shot,knife,43,M,None,Raleigh,NC,False,other,Not fleeing,True,,,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2022,1
7015,2022-01-11,shot,gun,43,M,None,Port Barrington,IL,False,attack,Not fleeing,False,,,True,30-44,armed,gun,gun,1,1,2022,1
7016,2022-01-11,shot,knife,43,M,None,Riverside County,CA,False,other,Foot,True,-116.081,33.701,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2022,1
7017,2022-01-12,shot,glass shard,51,M,None,Durham,NC,False,undetermined,Not fleeing,False,,,True,45-59,armed,other weapon,other weapon,1,1,2022,1
7018,2022-01-12,shot,tire iron,35,M,None,Sergeant Bluff,IA,False,attack,Not fleeing,False,,,True,30-44,armed,other weapon,other weapon,1,1,2022,1
7019,2022-01-12,shot,gun,31,M,None,Jonesboro,AR,False,attack,Not fleeing,False,,,True,30-44,armed,gun,gun,1,1,2022,1
7020,2022-01-12,shot,knife,37,M,White,Arvada,CO,False,other,Foot,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2022,1
7021,2022-01-13,shot,hammer,34,M,Hispanic,Fresno,CA,False,other,Not fleeing,False,,,True,30-44,armed,other weapon,other weapon,1,1,2022,1
7022,2022-01-13,shot,gun,30,M,None,Citrus Heights,CA,False,attack,Not fleeing,True,,,True,18-29,armed,gun,gun,1,1,2022,1
7023,2022-01-14,shot,gun,64,M,White,Woolwine,VA,False,attack,Not fleeing,False,,,True,60-75,armed,gun,gun,1,1,2022,1
7024,2022-01-16,shot,sharp object,22,M,None,Gillette,WY,False,attack,Not fleeing,False,,,True,18-29,armed,other weapon,knife/cutting instrument,1,1,2022,1
7025,2022-01-16,shot,gun,35,M,Black,North Charleston,SC,False,other,Foot,False,,,True,30-44,armed,gun,gun,1,1,2022,1
7026,2022-01-16,shot,undetermined,22,M,None,Puyallup,WA,False,undetermined,Not fleeing,False,,,True,18-29,undetermined,undetermined,undetermined,1,1,2022,1
7027,2022-01-16,shot,knife,32,M,None,Wagoner County,OK,True,attack,Not fleeing,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2022,1
7028,2022-01-16,shot,knife,36,M,White,Harrisburg,PA,True,other,Not fleeing,False,-76.879,40.249,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2022,1
7029,2022-01-17,shot,undetermined,28,M,Black,Harris County,TX,False,attack,Foot,False,,,True,18-29,undetermined,undetermined,undetermined,1,1,2022,1
7030,2022-01-18,shot,gun,33,M,None,Hemet,CA,False,undetermined,Foot,False,,,True,30-44,armed,gun,gun,1,1,2022,1
7031,2022-01-18,shot,air pistol,31,M,White,Wood River,IL,False,attack,Not fleeing,False,,,True,30-44,armed,other weapon,air/bb/pellet guns,1,1,2022,1
7032,2022-01-18,shot,knife,33,M,Hispanic,Huntington Park,CA,False,other,Foot,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2022,1
7033,2022-01-19,shot,gun,37,M,None,Perdido,AL,False,attack,Not fleeing,False,,,True,30-44,armed,gun,gun,1,1,2022,1
7034,2022-01-19,shot,gun,32,M,White,San Jose,CA,False,attack,Not fleeing,True,,,True,30-44,armed,gun,gun,1,1,2022,1
7035,2022-01-20,shot,Airsoft pistol,37,M,None,San Francisco,CA,True,other,Not fleeing,False,,,True,30-44,armed,other weapon,air/bb/pellet guns,1,1,2022,1
7036,2022-01-20,shot,gun,27,M,None,New York,NY,False,attack,Foot,False,,,True,18-29,armed,gun,gun,1,1,2022,1
7037,2022-01-20,shot,gun,34,M,None,Lacey,WA,False,attack,Not fleeing,False,,,True,30-44,armed,gun,gun,1,1,2022,1
7038,2022-01-21,shot,gun,47,M,Black,New York,NY,False,attack,Foot,False,,,True,45-59,armed,gun,gun,1,1,2022,1
7039,2022-01-22,shot,gun,37,M,White,Phoenix,AZ,False,other,Not fleeing,False,,,True,30-44,armed,gun,gun,1,1,2022,1
7040,2022-01-23,shot,knife,37,M,White,Newnan,GA,False,undetermined,Not fleeing,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2022,1
7041,2022-01-23,shot,knife,42,M,None,Burlington,MA,True,other,Not fleeing,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2022,1
7042,2022-01-23,shot,gun,24,M,None,Lafayette,LA,False,other,Foot,False,,,True,18-29,armed,gun,gun,1,1,2022,1
7043,2022-01-23,shot,undetermined,17,M,Black,O'Fallon,MO,False,other,Car,True,-90.679,38.795,True,Under 18,undetermined,undetermined,undetermined,1,1,2022,1
7044,2022-01-24,shot,knife,23,M,None,Spokane,WA,False,other,Not fleeing,False,,,True,18-29,armed,other weapon,knife/cutting instrument,1,1,2022,1
7045,2022-01-24,shot,gun,48,M,None,Priceville,AL,False,attack,Not fleeing,False,-86.876,34.521,True,45-59,armed,gun,gun,1,1,2022,1
7046,2022-01-25,shot,undetermined,58,M,White,Madison County,MO,False,attack,Not fleeing,False,,,True,45-59,undetermined,undetermined,undetermined,1,1,2022,1
7047,2022-01-25,shot,gun,30,M,None,Aragon,GA,True,attack,Not fleeing,False,,,True,18-29,armed,gun,gun,1,1,2022,1
7048,2022-01-25,shot,undetermined,68,M,None,Dandridge,TN,False,other,Car,False,-83.399,36.007,True,60-75,undetermined,undetermined,undetermined,1,1,2022,1
7049,2022-01-26,shot,gun,33,M,None,Ferguson,MO,False,attack,Foot,False,,,True,30-44,armed,gun,gun,1,1,2022,1
7050,2022-01-26,shot,gun,20,M,None,Cordova,TN,False,attack,Car,False,,,True,18-29,armed,gun,gun,1,1,2022,1
7051,2022-01-26,shot,gun,32,M,None,Portland,OR,False,other,Foot,False,-122.562,45.543,True,30-44,armed,gun,gun,1,1,2022,1
7052,2022-01-27,shot,box cutter,37,M,None,Nashville,TN,True,other,Not fleeing,True,,,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2022,1
7053,2022-01-27,shot,vehicle,39,M,None,Parkland,WA,False,attack,Not fleeing,False,,,True,30-44,armed,other weapon,other weapon,1,1,2022,1
7054,2022-01-27,shot,knife,42,M,None,Rio Rancho,NM,False,other,Not fleeing,False,-106.646,35.271,True,30-44,armed,other weapon,knife/cutting instrument,1,1,2022,1
7055,2022-01-28,shot,gun,33,M,None,Coachella,CA,False,attack,Foot,False,,,True,30-44,armed,gun,gun,1,1,2022,1
7056,2022-01-28,shot,undetermined,28,M,None,Springfield,MO,False,undetermined,Not fleeing,False,,,True,18-29,undetermined,undetermined,undetermined,1,1,2022,1
7057,2022-01-29,shot,knife,28,M,White,Denton,TX,False,other,Not fleeing,False,,,True,18-29,armed,other weapon,knife/cutting instrument,1,1,2022,1
7058,2022-01-29,shot,gun,52,M,White,Battle Ground,WA,False,other,Not fleeing,False,,,True,45-59,armed,gun,gun,1,1,2022,1
7059,2022-01-30,shot,unarmed,20,M,Black,Crofton,MD,False,attack,Not fleeing,False,,,True,18-29,unarmed,unarmed,unarmed,1,1,2022,1
7060,2022-01-31,shot,knife,48,M,None,Orofino,ID,True,other,Not fleeing,True,,,True,45-59,armed,other weapon,knife/cutting instrument,1,1,2022,1
7061,2022-01-31,shot,gun,40,M,White,Mesquite,TX,False,attack,Foot,False,,,True,30-44,armed,gun,gun,1,1,2022,1
7062,2022-01-31,shot,gun,37,M,None,Mishawaka,IN,False,attack,Not fleeing,True,,,True,30-44,armed,gun,gun,1,1,2022,1
7063,2022-02-01,shot,gun,29,M,None,Wichita  Falls,TX,False,attack,Not fleeing,False,,,True,18-29,armed,gun,gun,1,2,2022,1
7064,2022-02-01,shot,gun,31,M,None,Albuquerque,NM,False,other,Foot,False,,,True,30-44,armed,gun,gun,1,2,2022,1
7065,2022-02-01,shot,knife,23,M,Hispanic,Los Angeles,CA,False,other,Not fleeing,False,,,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2022,1
7066,2022-02-02,shot,gun,22,M,Black,Minneapolis,MN,False,attack,Not fleeing,True,,,True,18-29,armed,gun,gun,1,2,2022,1
7067,2022-02-04,shot,knife,34,M,White,Evansville,IN,True,attack,Not fleeing,True,,,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2022,1
7068,2022-02-04,shot,gun,36,M,None,Tulsa,OK,False,other,Foot,False,,,True,30-44,armed,gun,gun,1,2,2022,1
7069,2022-02-04,shot,undetermined,35,M,White,Pineville,OR,True,undetermined,Not fleeing,False,-120.826,44.204,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1
7070,2022-02-05,shot,vehicle,38,M,White,Lincoln County,NC,False,attack,Car,False,,,True,30-44,armed,other weapon,other weapon,1,2,2022,1
7071,2022-02-05,shot,gun,34,M,None,Aniak,AK,False,attack,Not fleeing,False,-159.541,61.583,True,30-44,armed,gun,gun,1,2,2022,1
7072,2022-02-06,shot,undetermined,46,M,Black,Georgetown County,SC,False,other,Car,False,,,True,45-59,undetermined,undetermined,undetermined,1,2,2022,1
7073,2022-02-06,shot,vehicle,38,M,White,Topeka,KS,False,attack,Car,False,,,True,30-44,armed,other weapon,other weapon,1,2,2022,1
7074,2022-02-06,shot,undetermined,40,M,White,Salem,OR,True,other,Car,False,,,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1
7075,2022-02-06,shot,gun,58,M,White,Willis,VA,False,other,Not fleeing,False,,,True,45-59,armed,gun,gun,1,2,2022,1
7076,2022-02-06,shot,gun,37,M,None,Powell County,KY,False,attack,Not fleeing,False,-83.811,37.811,True,30-44,armed,gun,gun,1,2,2022,1
7077,2022-02-07,shot,gun,27,M,Black,Houston,TX,False,attack,Not fleeing,True,,,True,18-29,armed,gun,gun,1,2,2022,1
7078,2022-02-07,shot,gun,49,M,None,Greenville,TX,False,attack,Not fleeing,False,,,True,45-59,armed,gun,gun,1,2,2022,1
7079,2022-02-07,shot,gun,48,M,None,Marana,AZ,False,other,Not fleeing,False,,,True,45-59,armed,gun,gun,1,2,2022,1
7080,2022-02-07,shot,knife,36,M,Black,Kansas City,MO,True,other,Not fleeing,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2022,1
7081,2022-02-07,shot,knife,30,M,Hispanic,Phoenix,AZ,False,other,Not fleeing,False,,,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2022,1
7082,2022-02-08,shot,unknown weapon,50,M,None,Corpus Christi,TX,False,other,Foot,False,,,True,45-59,armed,other weapon,other weapon,1,2,2022,1
7083,2022-02-08,shot,toy weapon,36,M,White,Mesa,AZ,False,attack,Not fleeing,False,,,True,30-44,unarmed,unarmed,toy weapon,1,2,2022,1
7084,2022-02-08,shot,gun,55,M,None,Roan Mountain,TN,False,attack,Not fleeing,False,,,True,45-59,armed,gun,gun,1,2,2022,1
7085,2022-02-09,shot,gun,36,M,None,Daytona Beach,FL,False,other,Not fleeing,True,,,True,30-44,armed,gun,gun,1,2,2022,1
7086,2022-02-09,shot,gun,22,M,None,New Orleans,LA,False,other,Not fleeing,False,,,True,18-29,armed,gun,gun,1,2,2022,1
7087,2022-02-09,shot,gun,34,M,None,Aurora,CO,False,other,Car,False,,,True,30-44,armed,gun,gun,1,2,2022,1
7088,2022-02-09,shot,unknown weapon,25,M,None,Oildale,CA,False,attack,Not fleeing,False,,,True,18-29,armed,other weapon,other weapon,1,2,2022,1
7089,2022-02-09,shot,gun,23,M,Black,Stovall,NC,True,attack,Foot,False,,,True,18-29,armed,gun,gun,1,2,2022,1
7090,2022-02-09,shot,gun,22,M,None,Jonesboro,AR,False,attack,Not fleeing,False,,,True,18-29,armed,gun,gun,1,2,2022,1
7091,2022-02-09,shot,vehicle,41,M,None,Lake Charles,LA,False,attack,Car,False,,,True,30-44,armed,other weapon,other weapon,1,2,2022,1
7092,2022-02-10,shot,hatchet,32,M,Native,Ellis Township,MI,False,attack,Not fleeing,False,-84.538,45.33,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2022,1
7093,2022-02-10,shot,knife,23,M,None,Lake Forest,CA,False,other,Not fleeing,True,-117.696,33.657,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2022,1
7094,2022-02-11,shot,gun,35,M,White,Monroe,OH,True,other,Not fleeing,False,,,True,30-44,armed,gun,gun,1,2,2022,1
7095,2022-02-11,shot,undetermined,36,M,None,Puyallup,WA,False,undetermined,Not fleeing,False,,,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1
7096,2022-02-11,shot,gun,31,M,Hispanic,Aurora,CO,False,other,Not fleeing,True,-104.806,39.738,True,30-44,armed,gun,gun,1,2,2022,1
7097,2022-02-12,shot,vehicle,38,M,White,Buffalo,NY,False,attack,Car,True,,,True,30-44,armed,other weapon,other weapon,1,2,2022,1
7098,2022-02-12,shot,knife,35,M,None,Lexington,MA,False,attack,Not fleeing,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2022,1
7099,2022-02-12,shot,gun,37,M,None,Dearborn,MI,False,attack,Not fleeing,False,,,True,30-44,armed,gun,gun,1,2,2022,1
7100,2022-02-13,shot,knife,43,M,None,Madisonville,TN,True,other,Not fleeing,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2022,1
7101,2022-02-13,shot,undetermined,34,M,White,Alvo,NE,False,undetermined,Not fleeing,False,,,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1
7102,2022-02-13,shot,unarmed,37,M,None,Concord,NC,False,attack,Not fleeing,False,,,True,30-44,unarmed,unarmed,unarmed,1,2,2022,1
7103,2022-02-14,shot,gun,26,M,None,Oxford,AL,False,attack,Car,False,,,True,18-29,armed,gun,gun,1,2,2022,1
7104,2022-02-14,shot,unknown weapon,37,M,White,Columbia,MO,False,other,Other,False,,,True,30-44,armed,other weapon,other weapon,1,2,2022,1
7105,2022-02-14,shot,hammer,37,M,None,Edgewood,NM,False,attack,Foot,False,-106.176,35.037,True,30-44,armed,other weapon,other weapon,1,2,2022,1
7106,2022-02-15,shot,gun,43,M,None,Harris County,TX,True,attack,Not fleeing,False,,,True,30-44,armed,gun,gun,1,2,2022,1
7107,2022-02-15,shot,toy weapon,39,M,Native,Billings,MT,False,other,Not fleeing,False,,,True,30-44,unarmed,unarmed,toy weapon,1,2,2022,1
7108,2022-02-15,shot,knife,40,F,White,Lancaster,CA,True,other,Not fleeing,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2022,1
7109,2022-02-15,shot,knife,36,M,None,Philadelphia,PA,False,attack,Not fleeing,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2022,1
7110,2022-02-15,shot,gun,40,M,None,Amarillo,TX,True,attack,Not fleeing,False,-101.88,35.218,True,30-44,armed,gun,gun,1,2,2022,1
7111,2022-02-16,shot,gun,54,M,White,North Middleton,PA,False,attack,Not fleeing,False,,,True,45-59,armed,gun,gun,1,2,2022,1
7112,2022-02-16,shot,gun,32,M,White,Azusa,CA,False,attack,Car,False,,,True,30-44,armed,gun,gun,1,2,2022,1
7113,2022-02-16,shot,undetermined,45,M,None,Plainsboro,NJ,False,undetermined,Not fleeing,False,,,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1
7114,2022-02-16,shot,gun,18,M,None,Harris County,TX,False,other,Not fleeing,False,,,True,Under 18,armed,gun,gun,1,2,2022,1
7115,2022-02-16,shot,unarmed,34,M,White,Marrero,LA,False,other,Not fleeing,True,,,True,30-44,unarmed,unarmed,unarmed,1,2,2022,1
7116,2022-02-16,shot,vehicle,51,M,None,Sedro-Woolley,WA,False,other,Car,False,-122.211,48.522,True,45-59,armed,other weapon,other weapon,1,2,2022,1
7117,2022-02-17,shot,gun,32,M,None,Mesa,AZ,False,attack,Not fleeing,False,,,True,30-44,armed,gun,gun,1,2,2022,1
7118,2022-02-17,shot,gun,30,M,None,Beaver Dam,AZ,False,other,Other,False,,,True,18-29,armed,gun,gun,1,2,2022,1
7119,2022-02-17,shot,vehicle,47,M,None,Dothan,AL,False,attack,Not fleeing,False,,,True,45-59,armed,other weapon,other weapon,1,2,2022,1
7120,2022-02-17,shot,gun,25,M,None,South Jordan,UT,False,attack,Foot,False,,,True,18-29,armed,gun,gun,1,2,2022,1
7121,2022-02-17,shot,knife,33,M,None,Pleasanton,CA,False,other,Not fleeing,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2022,1
7122,2022-02-17,shot,gun,45,M,White,Odessa,TX,False,attack,Car,False,,,True,30-44,armed,gun,gun,1,2,2022,1
7123,2022-02-18,shot,sharp object,32,M,None,Chehalis,WA,False,attack,Foot,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2022,1
7124,2022-02-19,shot,undetermined,57,M,None,Walpole,NH,False,undetermined,Not fleeing,False,,,True,45-59,undetermined,undetermined,undetermined,1,2,2022,1
7125,2022-02-19,shot,undetermined,34,M,None,Douglas,AZ,False,undetermined,Not fleeing,False,,,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1
7126,2022-02-19,shot,vehicle,33,M,None,Baltimore,MD,False,attack,Not fleeing,True,,,True,30-44,armed,other weapon,other weapon,1,2,2022,1
7127,2022-02-19,shot,undetermined,30,M,None,Portland,OR,False,undetermined,Not fleeing,False,,,True,18-29,undetermined,undetermined,undetermined,1,2,2022,1
7128,2022-02-19,shot,unarmed,39,M,Black,Winter Park,FL,True,attack,Not fleeing,True,,,True,30-44,unarmed,unarmed,unarmed,1,2,2022,1
7129,2022-02-19,shot,vehicle,27,M,Hispanic,San Diego,CA,False,attack,Car,False,,,True,18-29,armed,other weapon,other weapon,1,2,2022,1
7130,2022-02-19,shot,gun,41,M,None,Bakersfield,CA,False,undetermined,Not fleeing,True,,,True,30-44,armed,gun,gun,1,2,2022,1
7131,2022-02-20,shot,unarmed,38,M,None,Margate,FL,False,attack,Not fleeing,False,,,True,30-44,unarmed,unarmed,unarmed,1,2,2022,1
7132,2022-02-21,shot,knife,54,M,None,Rogers,AR,True,attack,Not fleeing,False,,,True,45-59,armed,other weapon,knife/cutting instrument,1,2,2022,1
7133,2022-02-21,shot,vehicle,41,M,None,Boerne,TX,True,attack,Car,False,,,True,30-44,armed,other weapon,other weapon,1,2,2022,1
7134,2022-02-22,shot,vehicle,54,F,None,Stockton,CA,False,attack,Car,False,,,True,45-59,armed,other weapon,other weapon,1,2,2022,1
7135,2022-02-22,shot,undetermined,32,M,None,Pueblo West,CO,False,attack,Not fleeing,True,,,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1
7136,2022-02-22,shot,gun,32,M,White,Perry,GA,True,other,Not fleeing,False,-83.712,32.476,True,30-44,armed,gun,gun,1,2,2022,1
7137,2022-02-22,shot,knife,28,M,None,Maryville,TN,False,undetermined,Not fleeing,False,,,True,18-29,armed,other weapon,knife/cutting instrument,1,2,2022,1
7138,2022-02-23,shot,gun,27,M,None,Hobbs,NM,False,attack,Foot,True,-103.141,32.719,True,18-29,armed,gun,gun,1,2,2022,1
7139,2022-02-23,shot,gun,63,M,None,Macon,GA,False,attack,Not fleeing,False,-83.643,32.845,True,60-75,armed,gun,gun,1,2,2022,1
7140,2022-02-23,shot,gun,23,M,Black,Reno,NV,False,attack,Foot,False,-119.8,39.478,True,18-29,armed,gun,gun,1,2,2022,1
7141,2022-02-23,shot,undetermined,27,M,Black,Birmingham,AL,False,undetermined,Foot,False,,,True,18-29,undetermined,undetermined,undetermined,1,2,2022,1
7142,2022-02-23,shot,undetermined,55,M,None,Crowley,LA,False,undetermined,Not fleeing,False,,,True,45-59,undetermined,undetermined,undetermined,1,2,2022,1
7143,2022-02-23,shot,gun and knife,35,M,None,Houston,TX,False,attack,Foot,False,-95.514,29.706,True,30-44,armed,gun,gun,1,2,2022,1
7144,2022-02-24,shot,gun,34,M,Hispanic,Edgewood,NM,False,attack,Not fleeing,False,-106.204,35.031,True,30-44,armed,gun,gun,1,2,2022,1
7145,2022-02-24,shot,undetermined,31,M,None,Tacoma,WA,False,other,Not fleeing,True,-122.435,47.252,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1
7146,2022-02-25,shot,undetermined,35,M,None,Belen,NM,False,undetermined,Not fleeing,False,-106.797,34.664,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1
7147,2022-02-25,shot,undetermined,37,M,None,Detroit,MI,False,other,Car,False,,,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1
7148,2022-02-26,shot,knife,37,M,White,Beasley,TX,False,other,Not fleeing,False,-95.913,29.495,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2022,1
7149,2022-02-27,shot,knife,34,M,None,Shelley,ID,False,other,Not fleeing,False,-112.137,43.374,True,30-44,armed,other weapon,knife/cutting instrument,1,2,2022,1
7150,2022-02-27,shot,gun,24,M,White,Houston,TX,False,attack,Foot,False,-95.286,29.848,True,18-29,armed,gun,gun,1,2,2022,1
7151,2022-02-28,shot,undetermined,37,M,None,Wellington,NV,False,undetermined,Not fleeing,True,-119.394,38.767,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1
7152,2022-02-28,shot,undetermined,37,F,White,Topsham,ME,False,undetermined,Not fleeing,False,-70.0,43.957,True,30-44,undetermined,undetermined,undetermined,1,2,2022,1
7153,2022-03-01,shot,gun,12,M,None,Philadelphia,PA,False,other,Foot,False,,,True,Under 18,armed,gun,gun,1,3,2022,1
7154,2022-03-01,shot,gun,33,M,None,South Connellsville,PA,False,attack,Not fleeing,False,-79.586,39.991,True,30-44,armed,gun,gun,1,3,2022,1
7155,2022-03-01,shot,gun,26,M,Black,Jacksonville,FL,False,attack,Foot,False,-81.752,30.306,True,18-29,armed,gun,gun,1,3,2022,1
7156,2022-03-02,shot,gun,23,M,Black,Oklahoma City,OK,False,attack,Foot,True,-97.49,35.444,True,18-29,armed,gun,gun,1,3,2022,1
7157,2022-03-02,shot,gun,18,M,Black,Houston,TX,False,attack,Not fleeing,False,-95.517,29.738,True,Under 18,armed,gun,gun,1,3,2022,1
7158,2022-03-02,shot,gun,45,M,None,Collinsville,IL,False,attack,Not fleeing,False,-90.028,38.662,True,30-44,armed,gun,gun,1,3,2022,1
7159,2022-03-03,shot,vehicle,29,M,Black,Araphoe County,CO,False,attack,Not fleeing,False,,,True,18-29,armed,other weapon,other weapon,1,3,2022,1
7160,2022-03-03,shot,knife,47,F,Asian,San Diego,CA,True,attack,Not fleeing,True,-117.167,32.721,True,45-59,armed,other weapon,knife/cutting instrument,1,3,2022,1
7161,2022-03-03,shot,undetermined,14,M,None,Midland,TX,False,undetermined,Not fleeing,False,-102.171,32.046,True,Under 18,undetermined,undetermined,undetermined,1,3,2022,1
7162,2022-03-03,shot,undetermined,44,M,None,Tillamook County,OR,False,other,Car,False,-123.972,45.146,True,30-44,undetermined,undetermined,undetermined,1,3,2022,1
7163,2022-03-03,shot,undetermined,36,M,White,Dunkirk,IN,False,undetermined,Not fleeing,False,-85.206,40.378,True,30-44,undetermined,undetermined,undetermined,1,3,2022,1
7164,2022-03-03,shot,toy weapon,41,M,None,Boron,CA,False,other,Not fleeing,False,-117.657,35.001,True,30-44,unarmed,unarmed,toy weapon,1,3,2022,1
7165,2022-03-03,shot,gun,41,M,None,Anaheim,CA,False,other,Not fleeing,False,-117.92,33.827,True,30-44,armed,gun,gun,1,3,2022,1
7166,2022-03-03,shot,garden tool,32,M,Hispanic,Bellflower,CA,True,other,Foot,False,-118.151,33.875,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2022,1
7167,2022-03-04,shot,gun,33,M,White,Hollywood,AL,False,other,Not fleeing,False,-85.961,34.726,True,30-44,armed,gun,gun,1,3,2022,1
7168,2022-03-05,shot,gun and vehicle,36,M,None,Seattle,WA,False,attack,Not fleeing,True,,,True,30-44,armed,gun,gun,1,3,2022,1
7169,2022-03-06,shot,gun,58,M,White,Richmond,VA,False,attack,Not fleeing,True,-77.403,37.514,True,45-59,armed,gun,gun,1,3,2022,1
7170,2022-03-06,shot,gun,28,M,None,Austin,TX,False,attack,Not fleeing,True,-97.705,30.333,True,18-29,armed,gun,gun,1,3,2022,1
7171,2022-03-06,shot,undetermined,33,M,None,Peoria,AZ,False,other,Car,True,-112.28,33.667,True,30-44,undetermined,undetermined,undetermined,1,3,2022,1
7172,2022-03-07,shot,gun,38,M,None,Jasper,TN,False,attack,Car,False,-85.634,35.055,True,30-44,armed,gun,gun,1,3,2022,1
7173,2022-03-07,shot,gun,39,M,White,Colorado Springs,CO,False,attack,Foot,False,-104.777,38.839,True,30-44,armed,gun,gun,1,3,2022,1
7174,2022-03-08,shot,undetermined,34,M,Black,Miami,FL,False,attack,Not fleeing,True,-80.213,25.84,True,30-44,undetermined,undetermined,undetermined,1,3,2022,1
7175,2022-03-08,shot,gun,40,M,Hispanic,Joplin,MO,False,attack,Other,False,-94.494,37.081,True,30-44,armed,gun,gun,1,3,2022,1
7176,2022-03-09,shot,knife,35,M,White,Acworth,GA,False,other,Not fleeing,False,-84.634,34.065,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2022,1
7177,2022-03-09,shot,gun,47,M,White,Brown City,MI,False,attack,Not fleeing,False,-83.017,43.168,True,45-59,armed,gun,gun,1,3,2022,1
7178,2022-03-09,shot,gun,46,M,White,Clear Lake Shores,TX,False,attack,Not fleeing,False,-95.031,29.546,True,45-59,armed,gun,gun,1,3,2022,1
7179,2022-03-11,shot,undetermined,39,M,Black,Independence,MO,False,other,Car,False,-94.413,39.101,True,30-44,undetermined,undetermined,undetermined,1,3,2022,1
7180,2022-03-11,shot,knife,37,M,None,Miami-Dade County,FL,False,other,Car,False,-80.307,25.942,True,30-44,armed,other weapon,knife/cutting instrument,1,3,2022,1
7181,2022-03-11,shot,gun,38,F,Black,Raymond,MS,False,attack,Not fleeing,False,-90.404,32.252,True,30-44,armed,gun,gun,1,3,2022,1
7182,2022-03-11,shot,gun,42,M,Black,Covington,TN,False,attack,Not fleeing,False,-89.644,35.575,True,30-44,armed,gun,gun,1,3,2022,1
7183,2022-03-11,shot,gun,57,M,None,Siskiyou County,CA,False,attack,Not fleeing,False,-122.301,41.283,True,45-59,armed,gun,gun,1,3,2022,1
7184,2022-03-12,shot,gun,33,M,White,Decatur,AL,False,attack,Car,False,,,True,30-44,armed,gun,gun,1,3,2022,1
7185,2022-03-12,shot,pair of scissors,17,M,None,Tucson,AZ,True,attack,Not fleeing,False,-111.079,32.176,True,Under 18,,,,1,3,2022,1
7186,2022-03-12,shot,hammer,35,M,White,Loganville,GA,False,other,Not fleeing,False,-83.885,33.833,True,30-44,armed,other weapon,other weapon,1,3,2022,1
7187,2022-03-12,shot,vehicle,39,M,None,Phoenix,AZ,False,attack,Car,False,,,True,30-44,armed,other weapon,other weapon,1,3,2022,1
7188,2022-03-12,shot,gun,51,M,None,Sonora,CA,False,attack,Car,False,-120.305,37.985,True,45-59,armed,gun,gun,1,3,2022,1
7189,2022-03-12,shot,gun,44,M,White,Lauderdale County,AL,False,other,Not fleeing,False,-87.953,34.982,True,30-44,armed,gun,gun,1,3,2022,1
7190,2022-03-13,shot,vehicle,26,M,Hispanic,Palmdale,CA,False,attack,Car,False,-118.006,34.567,True,18-29,armed,other weapon,other weapon,1,3,2022,1
7191,2022-03-13,shot,knife,30,M,None,Pasco,WA,False,other,Not fleeing,False,,,True,18-29,armed,other weapon,knife/cutting instrument,1,3,2022,1
7192,2022-03-14,shot,gun,35,M,None,Albuquerque,NM,False,attack,Not fleeing,False,-106.65,35.084,True,30-44,armed,gun,gun,1,3,2022,1
