,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact,age_binned,armed_3,armed_4,armed_7,count,month,year,quarter,city/state
3257,2018-04-10,shot,undetermined,28,M,White,Royal Oak,MI,False,other,Car,False,-83.187,42.518,True,18-29,undetermined,undetermined,undetermined,1,4,2018,2,"Royal Oak, MI"
3258,2018-04-11,shot,gun,71,F,White,Winn Parish,LA,False,attack,Not fleeing,False,-92.932,31.826,True,60-75,armed,gun,gun,1,4,2018,2,"Winn Parish, LA"
3259,2018-04-11,shot,gun,25,M,Black,Gardena,CA,False,attack,Not fleeing,False,-118.318,33.916,True,18-29,armed,gun,gun,1,4,2018,2,"Gardena, CA"
3260,2018-04-11,shot,gun,61,M,White,Pembroke,NY,True,attack,Not fleeing,True,-78.399,43.026,True,60-75,armed,gun,gun,1,4,2018,2,"Pembroke, NY"
3261,2018-04-11,shot,machete,39,M,White,Sparta,NC,False,other,Not fleeing,True,-81.12,36.506,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2018,2,"Sparta, NC"
3262,2018-04-11,shot,gun,50,M,White,Winn Parish,LA,False,attack,Not fleeing,False,-92.932,31.826,True,45-59,armed,gun,gun,1,4,2018,2,"Winn Parish, LA"
3263,2018-04-12,shot,gun,35,M,Black,Atlanta,GA,True,attack,Not fleeing,False,-84.434,33.766,True,30-44,armed,gun,gun,1,4,2018,2,"Atlanta, GA"
3264,2018-04-12,shot,gun,23,M,White,Lake Elmo,MN,True,other,Not fleeing,False,-92.88,44.999,True,18-29,armed,gun,gun,1,4,2018,2,"Lake Elmo, MN"
3265,2018-04-12,shot,knife,39,M,Black,Helena-West Helena,AR,False,attack,Not fleeing,False,-90.636,34.545,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2018,2,"Helena-West Helena, AR"
3266,2018-04-12,shot,gun,45,M,Black,Washington,PA,False,attack,Other,False,-80.197,40.163,True,30-44,armed,gun,gun,1,4,2018,2,"Washington, PA"
3267,2018-04-12,shot,glass shard,34,M,None,Trinidad,CO,False,other,Not fleeing,False,-104.511,37.163,True,30-44,armed,other weapon,other weapon,1,4,2018,2,"Trinidad, CO"
3268,2018-04-13,shot,knife,34,M,White,Waco,TX,False,other,Not fleeing,False,-97.15,31.519,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2018,2,"Waco, TX"
3269,2018-04-13,shot,gun,31,M,White,Thornton,CO,False,other,Car,False,-104.974,39.856,True,30-44,armed,gun,gun,1,4,2018,2,"Thornton, CO"
3270,2018-04-14,shot,gun,55,M,Hispanic,Millville,NJ,False,other,Car,False,-75.027,39.38,True,45-59,armed,gun,gun,1,4,2018,2,"Millville, NJ"
3271,2018-04-14,shot,gun,39,M,Black,Phoenix,AZ,False,attack,Other,False,-112.089,33.48,True,30-44,armed,gun,gun,1,4,2018,2,"Phoenix, AZ"
3272,2018-04-14,shot,vehicle,32,M,White,Carrollton,GA,False,attack,Not fleeing,False,-85.127,33.628,True,30-44,armed,other weapon,other weapon,1,4,2018,2,"Carrollton, GA"
3273,2018-04-14,shot,gun,44,M,Hispanic,Phoenix,AZ,False,attack,Not fleeing,False,-112.073,33.378,True,30-44,armed,gun,gun,1,4,2018,2,"Phoenix, AZ"
3274,2018-04-14,shot,toy weapon,24,M,White,Anaheim,CA,True,attack,Not fleeing,True,-117.934,33.852,True,18-29,unarmed,unarmed,toy weapon,1,4,2018,2,"Anaheim, CA"
3275,2018-04-15,shot,knife,36,M,Native,Lodge Grass,MT,False,other,Not fleeing,False,-107.37,45.317,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2018,2,"Lodge Grass, MT"
3276,2018-04-17,shot,screwdriver,41,M,Black,Magna,UT,True,attack,Car,False,-112.092,40.711,True,30-44,armed,other weapon,other weapon,1,4,2018,2,"Magna, UT"
3277,2018-04-17,shot,undetermined,25,M,Black,Austell,GA,False,attack,Car,False,-84.555,33.772,True,18-29,undetermined,undetermined,undetermined,1,4,2018,2,"Austell, GA"
3278,2018-04-17,shot,vehicle,39,M,White,Tishomingo,OK,False,attack,Car,False,-96.689,34.25,True,30-44,armed,other weapon,other weapon,1,4,2018,2,"Tishomingo, OK"
3279,2018-04-17,shot,undetermined,40,M,White,Cumberland County,KY,False,attack,Car,False,-85.327,36.858,True,30-44,undetermined,undetermined,undetermined,1,4,2018,2,"Cumberland County, KY"
3280,2018-04-18,shot,knife,32,M,White,Douglasville,GA,False,attack,Not fleeing,True,-84.722,33.747,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2018,2,"Douglasville, GA"
3281,2018-04-18,shot,gun,45,M,White,Greene County,MO,False,attack,Foot,False,-93.089,37.206,True,30-44,armed,gun,gun,1,4,2018,2,"Greene County, MO"
3282,2018-04-18,shot,gun,31,M,Black,Fort Lauderdale,FL,False,attack,Not fleeing,False,-80.154,26.136,True,30-44,armed,gun,gun,1,4,2018,2,"Fort Lauderdale, FL"
3283,2018-04-18,shot,knife,32,M,Native,Sugar House,UT,True,other,Not fleeing,False,-111.86,40.744,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2018,2,"Sugar House, UT"
3284,2018-04-18,shot,gun,48,M,Black,Pavilion Township,MI,False,attack,Not fleeing,False,-85.496,42.245,True,45-59,armed,gun,gun,1,4,2018,2,"Pavilion Township, MI"
3285,2018-04-20,shot,vehicle,49,M,White,Foresthill,CA,True,other,Car,False,-121.054,38.923,True,45-59,armed,other weapon,other weapon,1,4,2018,2,"Foresthill, CA"
3286,2018-04-20,shot,unarmed,48,M,Black,Orlando,FL,False,other,Not fleeing,False,-81.38,28.616,True,45-59,unarmed,unarmed,unarmed,1,4,2018,2,"Orlando, FL"
3287,2018-04-20,shot,gun,18,M,White,Mackinaw,IL,False,attack,Not fleeing,False,-89.279,40.529,True,Under 18,armed,gun,gun,1,4,2018,2,"Mackinaw, IL"
3288,2018-04-21,shot,knife,48,M,White,Boone,IA,False,other,Not fleeing,False,-93.884,42.057,True,45-59,armed,other weapon,knife/cutting instrument,1,4,2018,2,"Boone, IA"
3289,2018-04-21,shot,gun,25,M,Black,Memphis,TN,False,other,Foot,False,-89.864,35.177,True,18-29,armed,gun,gun,1,4,2018,2,"Memphis, TN"
3290,2018-04-22,shot,gun,27,M,White,West Olive,MI,False,attack,Not fleeing,False,-86.142,42.932,True,18-29,armed,gun,gun,1,4,2018,2,"West Olive, MI"
3291,2018-04-22,shot,gun,37,M,Hispanic,Louisville,KY,False,attack,Foot,False,-85.665,38.203,True,30-44,armed,gun,gun,1,4,2018,2,"Louisville, KY"
3292,2018-04-24,shot,gun,44,M,Hispanic,San Antonio,TX,False,other,Foot,False,-98.494,29.426,True,30-44,armed,gun,gun,1,4,2018,2,"San Antonio, TX"
3293,2018-04-24,shot,gun,27,M,Black,Louisville,KY,False,attack,Not fleeing,True,-85.796,38.27,True,18-29,armed,gun,gun,1,4,2018,2,"Louisville, KY"
3294,2018-04-24,shot,gun,34,M,None,Harmony,TX,True,attack,Not fleeing,False,-95.107,32.755,True,30-44,armed,gun,gun,1,4,2018,2,"Harmony, TX"
3295,2018-04-24,shot,gun,34,M,None,Amarillo,TX,True,attack,Not fleeing,False,-101.899,35.165,True,30-44,armed,gun,gun,1,4,2018,2,"Amarillo, TX"
3296,2018-04-25,shot,gun,41,M,White,Colorado Springs,CO,False,attack,Foot,False,-104.85,38.854,True,30-44,armed,gun,gun,1,4,2018,2,"Colorado Springs, CO"
3297,2018-04-25,shot,knife,42,M,Black,Louisville,KY,False,attack,Not fleeing,False,-85.816,38.269,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2018,2,"Louisville, KY"
3298,2018-04-25,shot,gun,36,M,White,Denver,CO,False,other,Car,False,-104.903,39.74,True,30-44,armed,gun,gun,1,4,2018,2,"Denver, CO"
3299,2018-04-25,shot,gun,89,M,None,Grand Canyon Caverns,AZ,True,attack,Not fleeing,False,-113.231,35.528,True,Over 75,armed,gun,gun,1,4,2018,2,"Grand Canyon Caverns, AZ"
3300,2018-04-25,shot,gun,37,M,Black,Grand Prairie,TX,False,attack,Not fleeing,False,-97.037,32.691,True,30-44,armed,gun,gun,1,4,2018,2,"Grand Prairie, TX"
3301,2018-04-26,shot,knife,22,M,None,Vernon,TX,False,attack,Car,False,-99.264,34.157,True,18-29,armed,other weapon,knife/cutting instrument,1,4,2018,2,"Vernon, TX"
3302,2018-04-26,shot,vehicle,56,F,White,Palermo,CA,False,attack,Car,True,-121.551,39.447,True,45-59,armed,other weapon,other weapon,1,4,2018,2,"Palermo, CA"
3303,2018-04-26,shot,gun,35,M,White,Shelby Township,MI,True,attack,Not fleeing,False,-83.031,42.685,True,30-44,armed,gun,gun,1,4,2018,2,"Shelby Township, MI"
3304,2018-04-28,shot,knife,36,F,Black,Johns Creek,GA,True,other,Not fleeing,False,-84.176,34.048,True,30-44,armed,other weapon,knife/cutting instrument,1,4,2018,2,"Johns Creek, GA"
3305,2018-04-28,shot,gun,46,M,White,Northglenn,CO,False,other,Not fleeing,False,-104.978,39.903,True,45-59,armed,gun,gun,1,4,2018,2,"Northglenn, CO"
3306,2018-04-28,shot,gun,26,M,Hispanic,Elk Grove,CA,False,attack,Not fleeing,False,-121.483,38.426,True,18-29,armed,gun,gun,1,4,2018,2,"Elk Grove, CA"
3307,2018-04-28,shot,gun,41,M,White,Casselberry,FL,False,attack,Not fleeing,False,-81.337,28.68,True,30-44,armed,gun,gun,1,4,2018,2,"Casselberry, FL"
3308,2018-04-29,shot,unarmed,38,M,White,Shreveport,LA,False,attack,Foot,False,-93.745,32.517,True,30-44,unarmed,unarmed,unarmed,1,4,2018,2,"Shreveport, LA"
3309,2018-04-29,shot,unknown weapon,42,M,White,Redlands,CA,False,other,Not fleeing,False,-117.21,34.048,True,30-44,armed,other weapon,other weapon,1,4,2018,2,"Redlands, CA"
3310,2018-04-29,shot,gun,47,M,White,Franklin,NC,False,attack,Not fleeing,False,-83.409,35.164,True,45-59,armed,gun,gun,1,4,2018,2,"Franklin, NC"
3311,2018-04-29,shot,gun,26,M,White,Moorland,IA,False,attack,Not fleeing,False,-94.359,42.456,True,18-29,armed,gun,gun,1,4,2018,2,"Moorland, IA"
3312,2018-04-30,shot,knife,64,M,Black,Columbus,OH,False,other,Not fleeing,False,-82.963,40.05,True,60-75,armed,other weapon,knife/cutting instrument,1,4,2018,2,"Columbus, OH"
3313,2018-04-30,tasered and shot,gun,59,M,None,Columbus,OH,False,other,Not fleeing,False,-82.962,40.056,True,45-59,armed,gun,gun,1,4,2018,2,"Columbus, OH"
3314,2018-05-01,shot,gun,34,M,None,San Antonio,TX,False,attack,Car,False,-98.524,29.378,True,30-44,armed,gun,gun,1,5,2018,2,"San Antonio, TX"
3315,2018-05-01,shot,gun,34,M,None,Quartzsite,AZ,False,attack,Other,False,-114.235,33.662,True,30-44,armed,gun,gun,1,5,2018,2,"Quartzsite, AZ"
3316,2018-05-01,shot,samurai sword,49,M,White,League City,TX,False,other,Not fleeing,False,-95.157,29.485,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2018,2,"League City, TX"
3317,2018-05-02,shot,ax,44,M,White,Box Elder,SD,False,other,Not fleeing,False,-103.068,44.112,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Box Elder, SD"
3318,2018-05-02,shot,gun,48,M,White,Liberty,NC,False,attack,Not fleeing,False,-79.532,35.887,True,45-59,armed,gun,gun,1,5,2018,2,"Liberty, NC"
3319,2018-05-02,shot,gun,27,M,Hispanic,Kansas City,KS,False,other,Not fleeing,False,-94.656,39.124,True,18-29,armed,gun,gun,1,5,2018,2,"Kansas City, KS"
3320,2018-05-02,shot,gun,67,M,Black,Dallas,TX,False,attack,Not fleeing,False,-96.679,32.807,True,60-75,armed,gun,gun,1,5,2018,2,"Dallas, TX"
3321,2018-05-02,shot,gun,24,M,Black,Columbus,GA,False,attack,Car,False,-84.98,32.496,True,18-29,armed,gun,gun,1,5,2018,2,"Columbus, GA"
3322,2018-05-03,shot,machete,26,M,Hispanic,Orosi,CA,True,attack,Not fleeing,False,-119.296,36.548,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Orosi, CA"
3323,2018-05-03,shot,knife,28,M,White,Sandia,TX,False,attack,Not fleeing,False,-97.88,28.022,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Sandia, TX"
3324,2018-05-04,shot,gun,21,M,White,Terre Haute,IN,False,attack,Car,False,-87.398,39.37,True,18-29,armed,gun,gun,1,5,2018,2,"Terre Haute, IN"
3325,2018-05-04,shot,toy weapon,54,M,None,Oakfield,ME,False,other,Not fleeing,False,-68.115,46.108,True,45-59,unarmed,unarmed,toy weapon,1,5,2018,2,"Oakfield, ME"
3326,2018-05-05,shot,gun,24,M,White,Kettering,OH,False,attack,Not fleeing,False,-84.136,39.669,True,18-29,armed,gun,gun,1,5,2018,2,"Kettering, OH"
3327,2018-05-05,shot,gun,51,M,None,Scottsdale,AZ,False,attack,Foot,False,-111.899,33.451,True,45-59,armed,gun,gun,1,5,2018,2,"Scottsdale, AZ"
3328,2018-05-05,shot,gun,59,M,None,Bexar County,TX,True,attack,Foot,False,-98.493,29.254,True,45-59,armed,gun,gun,1,5,2018,2,"Bexar County, TX"
3329,2018-05-05,shot,vehicle,21,F,White,Aurora,MO,False,attack,Car,False,-93.718,36.971,True,18-29,armed,other weapon,other weapon,1,5,2018,2,"Aurora, MO"
3330,2018-05-06,shot,gun,73,M,White,Fairview,OH,True,attack,Not fleeing,False,-81.234,40.057,True,60-75,armed,gun,gun,1,5,2018,2,"Fairview, OH"
3331,2018-05-06,shot,gun,39,M,White,Prague,OK,False,attack,Car,False,-96.686,35.487,True,30-44,armed,gun,gun,1,5,2018,2,"Prague, OK"
3332,2018-05-06,shot,Taser,32,M,Black,East Point,GA,False,attack,Car,False,-84.485,33.652,True,30-44,armed,other weapon,other weapon,1,5,2018,2,"East Point, GA"
3333,2018-05-06,shot,gun,38,M,White,Casper,WY,False,attack,Not fleeing,False,-106.298,42.835,True,30-44,armed,gun,gun,1,5,2018,2,"Casper, WY"
3334,2018-05-07,shot,undetermined,32,M,Hispanic,Orlando,FL,False,attack,Car,False,-81.352,28.553,True,30-44,undetermined,undetermined,undetermined,1,5,2018,2,"Orlando, FL"
3335,2018-05-07,shot,gun,26,M,White,Tulsa,OK,False,other,Not fleeing,True,-95.851,36.105,True,18-29,armed,gun,gun,1,5,2018,2,"Tulsa, OK"
3336,2018-05-07,shot,gun,55,F,White,Floyd County,GA,False,attack,Car,False,-85.187,34.214,True,45-59,armed,gun,gun,1,5,2018,2,"Floyd County, GA"
3337,2018-05-07,shot,gun,50,M,White,Appleton,WI,True,other,Not fleeing,True,-88.368,44.262,True,45-59,armed,gun,gun,1,5,2018,2,"Appleton, WI"
3338,2018-05-07,shot,gun,49,F,Hispanic,Yuma,AZ,False,other,Not fleeing,False,-114.618,32.721,True,45-59,armed,gun,gun,1,5,2018,2,"Yuma, AZ"
3339,2018-05-07,shot,gun,48,M,White,Hackett,AR,False,attack,Not fleeing,False,-94.355,35.198,True,45-59,armed,gun,gun,1,5,2018,2,"Hackett, AR"
3340,2018-05-08,shot,gun,65,M,White,Lancaster,PA,False,attack,Not fleeing,False,-76.299,40.076,True,60-75,armed,gun,gun,1,5,2018,2,"Lancaster, PA"
3341,2018-05-08,shot,knife,37,M,None,Tucson,AZ,False,other,Foot,False,-110.91,32.251,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Tucson, AZ"
3342,2018-05-08,shot,toy weapon,37,M,White,Glade Spring,VA,False,other,Other,False,-81.781,36.769,True,30-44,unarmed,unarmed,toy weapon,1,5,2018,2,"Glade Spring, VA"
3343,2018-05-08,shot,knife,45,M,Hispanic,Greeley,CO,False,other,Foot,False,-104.745,40.427,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Greeley, CO"
3344,2018-05-09,shot,gun,33,M,Black,Jackson,MS,False,attack,Not fleeing,False,-90.244,32.254,True,30-44,armed,gun,gun,1,5,2018,2,"Jackson, MS"
3345,2018-05-10,shot,vehicle,46,M,White,Morristown,TN,False,attack,Not fleeing,False,-83.276,36.201,True,45-59,armed,other weapon,other weapon,1,5,2018,2,"Morristown, TN"
3346,2018-05-10,shot,gun,33,M,White,Lower Burrell,PA,False,other,Not fleeing,False,-79.729,40.583,True,30-44,armed,gun,gun,1,5,2018,2,"Lower Burrell, PA"
3347,2018-05-11,shot,gun,51,M,None,York,WI,False,attack,Car,False,-90.477,44.596,True,45-59,armed,gun,gun,1,5,2018,2,"York, WI"
3348,2018-05-11,shot,gun,51,M,White,Clark County,WI,False,attack,Car,False,,,True,45-59,armed,gun,gun,1,5,2018,2,"Clark County, WI"
3349,2018-05-11,shot,knife,33,M,White,Haughton,LA,False,other,Not fleeing,False,-93.51,32.487,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Haughton, LA"
3350,2018-05-11,shot,gun,51,M,White,Evansville,IN,False,attack,Foot,False,-87.548,37.999,True,45-59,armed,gun,gun,1,5,2018,2,"Evansville, IN"
3351,2018-05-11,shot,gun,52,M,White,Talihina,OK,False,attack,Not fleeing,False,-95.048,34.751,True,45-59,armed,gun,gun,1,5,2018,2,"Talihina, OK"
3352,2018-05-11,shot,knife,24,M,Native,Blackfoot,ID,False,attack,Not fleeing,False,-112.356,43.18,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Blackfoot, ID"
3353,2018-05-12,shot,gun,55,M,White,Columbus,OH,False,attack,Car,False,-83.048,39.932,True,45-59,armed,gun,gun,1,5,2018,2,"Columbus, OH"
3354,2018-05-13,shot,unknown weapon,28,M,Black,Portsmouth,VA,False,other,Not fleeing,False,-76.367,36.815,True,18-29,armed,other weapon,other weapon,1,5,2018,2,"Portsmouth, VA"
3355,2018-05-13,shot,gun,36,M,White,Amite,LA,False,attack,Not fleeing,False,-90.293,30.779,True,30-44,armed,gun,gun,1,5,2018,2,"Amite, LA"
3356,2018-05-13,shot,gun,54,M,None,Carnesville,GA,False,attack,Not fleeing,False,-83.192,34.406,True,45-59,armed,gun,gun,1,5,2018,2,"Carnesville, GA"
3357,2018-05-13,shot,gun,38,M,None,Dearborn Heights,MI,False,other,Not fleeing,False,-83.274,42.342,True,30-44,armed,gun,gun,1,5,2018,2,"Dearborn Heights, MI"
3358,2018-05-14,shot,gun,24,M,Black,Clinton,MD,False,attack,Not fleeing,False,-76.882,38.769,True,18-29,armed,gun,gun,1,5,2018,2,"Clinton, MD"
3359,2018-05-14,shot,unarmed,20,M,White,Royal Oak,MI,False,attack,Not fleeing,False,-83.127,42.482,True,18-29,unarmed,unarmed,unarmed,1,5,2018,2,"Royal Oak, MI"
3360,2018-05-14,shot,gun,54,M,White,Wales,ME,False,attack,Not fleeing,False,-70.08,44.155,True,45-59,armed,gun,gun,1,5,2018,2,"Wales, ME"
3361,2018-05-14,shot,gun,53,M,White,Quincy,IL,False,other,Not fleeing,False,-91.398,39.916,True,45-59,armed,gun,gun,1,5,2018,2,"Quincy, IL"
3362,2018-05-14,shot,gun,36,M,Hispanic,San Antonio,TX,False,attack,Not fleeing,False,-98.47,29.412,True,30-44,armed,gun,gun,1,5,2018,2,"San Antonio, TX"
3363,2018-05-14,tasered and shot,unarmed,24,M,Black,Richmond,VA,False,attack,Car,True,-77.442,37.553,True,18-29,unarmed,unarmed,unarmed,1,5,2018,2,"Richmond, VA"
3364,2018-05-15,shot,gun,34,M,White,Lake Mary,FL,False,other,Car,False,-81.347,28.756,True,30-44,armed,gun,gun,1,5,2018,2,"Lake Mary, FL"
3365,2018-05-16,shot,knife,59,M,White,Martins Ferry,OH,False,other,Not fleeing,False,-80.743,40.1,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Martins Ferry, OH"
3366,2018-05-17,shot,gun,34,M,White,Norman,OK,False,attack,Not fleeing,False,-97.257,35.22,True,30-44,armed,gun,gun,1,5,2018,2,"Norman, OK"
3367,2018-05-18,shot,gun,37,M,None,Plymouth Township,MI,True,attack,Foot,False,-83.42,42.353,True,30-44,armed,gun,gun,1,5,2018,2,"Plymouth Township, MI"
3368,2018-05-18,shot,unknown weapon,29,M,Hispanic,Laredo,TX,False,other,Not fleeing,False,-99.489,27.442,True,18-29,armed,other weapon,other weapon,1,5,2018,2,"Laredo, TX"
3369,2018-05-18,shot,hatchet,24,M,White,Gresham,OR,False,other,Car,False,-122.468,45.483,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Gresham, OR"
3370,2018-05-19,shot,undetermined,77,M,White,Sunridge,NV,False,attack,Not fleeing,False,-119.772,39.093,True,Over 75,undetermined,undetermined,undetermined,1,5,2018,2,"Sunridge, NV"
3371,2018-05-19,shot,gun,30,M,White,Columbus,OH,False,attack,Not fleeing,False,-83.035,39.956,True,18-29,armed,gun,gun,1,5,2018,2,"Columbus, OH"
3372,2018-05-19,shot,gun,36,M,Hispanic,Pueblo,CO,False,attack,Not fleeing,False,-104.488,38.273,True,30-44,armed,gun,gun,1,5,2018,2,"Pueblo, CO"
3373,2018-05-20,shot,gun,36,M,White,Baxter,KY,False,other,Foot,False,-83.329,36.863,True,30-44,armed,gun,gun,1,5,2018,2,"Baxter, KY"
3374,2018-05-21,shot,gun,58,M,White,Joshua Tree,CA,True,attack,Foot,False,-116.37,34.121,True,45-59,armed,gun,gun,1,5,2018,2,"Joshua Tree, CA"
3375,2018-05-21,shot,undetermined,47,M,Black,West Memphis,AR,False,attack,Car,False,,,True,45-59,undetermined,undetermined,undetermined,1,5,2018,2,"West Memphis, AR"
3376,2018-05-22,shot,knife,49,M,Hispanic,Mathis,TX,False,other,Not fleeing,False,-97.835,28.099,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Mathis, TX"
3377,2018-05-23,shot,gun,31,F,White,Gurnee,IL,False,attack,Foot,False,-87.943,42.38,True,30-44,armed,gun,gun,1,5,2018,2,"Gurnee, IL"
3378,2018-05-23,shot,knife,25,M,White,Fox Crossing,WI,True,other,Not fleeing,False,,,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Fox Crossing, WI"
3379,2018-05-23,shot,unarmed,20,F,Hispanic,Rio Bravo,TX,False,attack,Not fleeing,False,-99.48,27.364,True,18-29,unarmed,unarmed,unarmed,1,5,2018,2,"Rio Bravo, TX"
3380,2018-05-24,shot,unarmed,30,M,White,Citra,FL,False,attack,Foot,True,-82.11,29.412,True,18-29,unarmed,unarmed,unarmed,1,5,2018,2,"Citra, FL"
3381,2018-05-24,shot,unarmed,33,M,White,Cleveland,OH,True,attack,Not fleeing,False,-81.68,41.515,True,30-44,unarmed,unarmed,unarmed,1,5,2018,2,"Cleveland, OH"
3382,2018-05-25,shot,vehicle,29,M,White,Dumas,TX,False,attack,Not fleeing,False,-101.999,36.033,True,18-29,armed,other weapon,other weapon,1,5,2018,2,"Dumas, TX"
3383,2018-05-25,shot,knife,55,M,None,Hammett,ID,False,other,Car,False,-115.466,42.946,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Hammett, ID"
3384,2018-05-25,shot,knife,31,M,White,Fort Morgan,CO,True,other,Not fleeing,False,-103.773,40.253,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Fort Morgan, CO"
3385,2018-05-26,shot,gun,51,M,White,Silsbee,TX,False,other,Not fleeing,False,-94.178,30.349,True,45-59,armed,gun,gun,1,5,2018,2,"Silsbee, TX"
3386,2018-05-27,shot,knife,42,M,Hispanic,San Diego,CA,True,other,Not fleeing,True,-117.084,32.564,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2018,2,"San Diego, CA"
3387,2018-05-27,shot,gun,67,M,White,Grand Junction,CO,False,attack,Not fleeing,False,-108.511,39.077,True,60-75,armed,gun,gun,1,5,2018,2,"Grand Junction, CO"
3388,2018-05-27,shot,knife,33,M,None,Everton,MO,True,other,Not fleeing,False,,,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Everton, MO"
3389,2018-05-28,shot,gun,23,M,White,West Jordan,UT,False,attack,Car,False,,,True,18-29,armed,gun,gun,1,5,2018,2,"West Jordan, UT"
3390,2018-05-29,shot,gun,34,M,Native,Phoenix,AZ,False,other,Not fleeing,False,-112.121,33.575,True,30-44,armed,gun,gun,1,5,2018,2,"Phoenix, AZ"
3391,2018-05-29,shot,metal pipe,51,M,Hispanic,Riverbank,CA,False,attack,Not fleeing,False,-120.94,37.74,True,45-59,armed,other weapon,other weapon,1,5,2018,2,"Riverbank, CA"
3392,2018-05-29,shot,toy weapon,19,M,White,Cottonwood Heights,UT,False,other,Foot,False,-111.828,40.63,True,18-29,unarmed,unarmed,toy weapon,1,5,2018,2,"Cottonwood Heights, UT"
3393,2018-05-30,shot,pick-axe,29,M,Hispanic,Los Angeles,CA,False,attack,Foot,True,-118.43,34.268,True,18-29,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Los Angeles, CA"
3394,2018-05-30,shot,gun,23,M,Black,Florida City,FL,False,undetermined,Not fleeing,False,-80.48,25.461,True,18-29,armed,gun,gun,1,5,2018,2,"Florida City, FL"
3395,2018-05-31,shot,knife,46,F,White,Fullerton,CA,True,other,Not fleeing,False,-117.898,33.874,True,45-59,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Fullerton, CA"
3396,2018-05-31,shot,knife,42,M,Black,Thomasville,NC,False,attack,Car,False,-80.076,35.908,True,30-44,armed,other weapon,knife/cutting instrument,1,5,2018,2,"Thomasville, NC"
3397,2018-06-01,shot,unarmed,21,M,Hispanic,Dundee,FL,False,attack,Not fleeing,False,-81.612,28.027,True,18-29,unarmed,unarmed,unarmed,1,6,2018,2,"Dundee, FL"
3398,2018-06-01,shot,knife,55,M,Asian,Honolulu,HI,True,attack,Not fleeing,False,-158.005,21.391,True,45-59,armed,other weapon,knife/cutting instrument,1,6,2018,2,"Honolulu, HI"
3399,2018-06-01,shot,knife,33,M,White,Torrance,CA,False,other,Not fleeing,False,-118.352,33.85,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2018,2,"Torrance, CA"
3400,2018-06-02,shot,undetermined,43,M,Black,Chicago,IL,False,attack,Car,False,-87.765,41.872,True,30-44,undetermined,undetermined,undetermined,1,6,2018,2,"Chicago, IL"
3401,2018-06-03,shot,unarmed,32,M,Hispanic,Chickasha,OK,False,other,Car,False,-97.936,35.053,True,30-44,unarmed,unarmed,unarmed,1,6,2018,2,"Chickasha, OK"
3402,2018-06-03,shot,ax,33,M,None,Mecca,CA,False,other,Not fleeing,False,-116.079,33.569,True,30-44,armed,other weapon,knife/cutting instrument,1,6,2018,2,"Mecca, CA"
3403,2018-06-03,shot,gun,34,M,Hispanic,Jurupa Valley,CA,False,attack,Car,False,-117.482,34.013,True,30-44,armed,gun,gun,1,6,2018,2,"Jurupa Valley, CA"
3404,2018-06-04,shot,gun,40,M,White,Springfield,MO,False,attack,Foot,False,-93.307,37.236,True,30-44,armed,gun,gun,1,6,2018,2,"Springfield, MO"
3405,2018-06-05,shot,gun,55,M,Hispanic,Pearland,TX,True,attack,Not fleeing,False,-95.286,29.571,True,45-59,armed,gun,gun,1,6,2018,2,"Pearland, TX"
3406,2018-06-05,shot,gun,20,M,White,Wilmington,NC,True,other,Not fleeing,False,-77.836,34.285,True,18-29,armed,gun,gun,1,6,2018,2,"Wilmington, NC"
3407,2018-06-06,shot,gun,24,M,Black,Chicago,IL,False,other,Not fleeing,False,-87.619,41.81,True,18-29,armed,gun,gun,1,6,2018,2,"Chicago, IL"
